ref;nom;description;collection;sousfamille;taille;matiere;forme;cible;colori_standard;colori_web;entreeencollection;sortiedecollection;people;photo_people;pola;shoote;lienvideo;prixafiche;enmagasin
VSSKINNERC1;SKINNER;SKINNER C1 VF SOLAIRE;vinyl-factory;Solaire;53-23-145;CO;RECTANGULAIRE;H;OR;;20190131;;;;;0;;79.00;1
VSSKINNERC2;SKINNER;SKINNER C2 VF SOLAIRE;vinyl-factory;Solaire;53-23-145;CO;RECTANGULAIRE;H;NOIR;;20190131;;;;;0;;79.00;1
VSSKINNERC3;SKINNER;SKINNER C3 VF SOLAIRE;vinyl-factory;Solaire;53-23-145;CO;RECTANGULAIRE;H;VERT;;20190131;;;;;0;;79.00;1
VSSOUTHC1;SOUTH;SOUTH C1 VF Solaire;vinyl-factory;Solaire;50-20-140;AT;PAPILLONNANTE;F;NOIR;;20181010;;;;1;1;;73.00;1
VSSOUTHC2;SOUTH;SOUTH C2 VF Solaire;vinyl-factory;Solaire;50-20-140;AT;PAPILLONNANTE;F;ROSE;;20181010;;;;1;1;;73.00;1
VSSOUTHC3;SOUTH;SOUTH C3 VF Solaire;vinyl-factory;Solaire;50-20-140;AT;PAPILLONNANTE;F;MARRON;;20181010;;;;1;1;;73.00;1
VSSYLVESTERC1;SYLVESTER;SYLVESTER C1 VF Solaire;vinyl-factory;Solaire;54-23-145;ME;RECTANGULAIRE;H;NOIR;;20180912;;;;1;1;;80.00;1
VSSYLVESTERC2;SYLVESTER;SYLVESTER C2 VF Solaire;vinyl-factory;Solaire;54-23-145;ME;RECTANGULAIRE;H;GRIS;;20180912;;;;1;1;;80.00;1
VSSYLVESTERC3;SYLVESTER;SYLVESTER C3 VF Solaire;vinyl-factory;Solaire;54-23-145;ME;RECTANGULAIRE;H;MARRON;;20180912;;;;1;1;;80.00;1
VSVEEC1;VEE;VEE  C1 VF Solaire;vinyl-factory;Solaire;54-17-140;AT;PAPILLONNANTE;F;ROUGE;;20180912;;;;1;1;;69.00;1
VSVEEC2;VEE;VEE  C2 VF Solaire;vinyl-factory;Solaire;54-17-140;AT;PAPILLONNANTE;F;CREME;;20180912;;;;1;1;;69.00;1
VSVEEC3;VEE;VEE  C3 VF Solaire;vinyl-factory;Solaire;54-17-140;AT;PAPILLONNANTE;F;MARRON;;20180912;;;;1;1;;69.00;1
VSWEBSTERC1;WEBSTER;WEBSTER C1 VF Solaire;vinyl-factory;Solaire;50-20-148;ME;OVALE;H;ROUGE;;20190221;;;;;0;;79.00;1
VSWEBSTERC2;WEBSTER;WEBSTER C2 VF Solaire;vinyl-factory;Solaire;50-20-148;ME;OVALE;H;MARRON;;20190221;;;;;0;;79.00;0
VSWEBSTERC3;WEBSTER;WEBSTER C3 VF Solaire;vinyl-factory;Solaire;50-20-148;ME;OVALE;H;GRIS;;20190221;;;;;0;;79.00;1
